date,blood_type,demand
2024-12-10,b,483
2024-12-10,o,532
2024-12-11,a,528
2024-12-11,ab,106
2024-12-11,b,676
2024-12-11,o,719
2024-12-12,a,473
2024-12-12,ab,150
2024-12-12,b,582
2024-12-12,o,690
2024-12-13,a,208
2024-12-13,ab,36
2024-12-13,b,243
2024-12-13,o,295
2024-12-14,a,340
2024-12-14,ab,73
2024-12-14,b,467
2024-12-14,o,707
2024-12-15,a,696
2024-12-15,ab,92
2024-12-15,b,789
2024-12-15,o,868
2024-12-16,a,165
2024-12-16,ab,51
2024-12-16,b,254
2024-12-16,o,306
2024-12-17,a,309
2024-12-17,ab,73
2024-12-17,b,368
2024-12-17,o,483
2024-12-18,a,421
2024-12-18,ab,89
2024-12-18,b,859
2024-12-18,o,580
2024-12-19,a,402
2024-12-19,ab,106
2024-12-19,b,549
2024-12-19,o,610
2024-12-20,a,197
2024-12-20,ab,53
2024-12-20,b,270
2024-12-20,o,314
2024-12-21,a,346
2024-12-21,ab,90
2024-12-21,b,467
2024-12-21,o,518
2024-12-22,a,561
2024-12-22,ab,134
2024-12-22,b,709
2024-12-22,o,661
2024-12-23,a,281
2024-12-23,ab,60
2024-12-23,b,310
2024-12-23,o,336
2024-12-24,a,336
2024-12-24,ab,79
2024-12-24,b,357
2024-12-24,o,365
2024-12-25,a,476
2024-12-25,ab,122
2024-12-25,b,643
2024-12-25,o,616
2024-12-26,a,442
2024-12-26,ab,70
2024-12-26,b,388
2024-12-26,o,495
2024-12-27,a,250
2024-12-27,ab,58
2024-12-27,b,371
2024-12-27,o,336
2024-12-28,a,400
2024-12-28,ab,83
2024-12-28,b,508
2024-12-28,o,504
2024-12-29,a,550
2024-12-29,ab,133
2024-12-29,b,678
2024-12-29,o,851
2024-12-30,a,297
2024-12-30,ab,71
2024-12-30,b,413
2024-12-30,o,458
2024-12-31,a,417
2024-12-31,ab,94
2024-12-31,b,594
2024-12-31,o,553
